index,name,age,height,nationality,price,max_price,position,shirt_nr,foot,club,contract_expires,joined_club,player_agent,outfitter,league
2247,Alexsandro,23,1.89,Brazil,2.5,2.5,Defender - Centre-Back,4,right,LOSC Lille,2026-06-30,2022-07-01,Focus Soccer Agency,,Ligue1
2248,José Fonte,39,1.87,Portugal,0.7,7.0,Defender - Centre-Back,6,right,LOSC Lille,2023-06-30,2018-07-15,Relatives,,Ligue1
2249,Gabriel Gudmundsson,24,1.8,Sweden,5.0,6.0,Defender - Left-Back,5,left,LOSC Lille,2026-06-30,2021-08-31,MD Management,,Ligue1
2250,Ismaily,33,1.77,Brazil,3.0,19.0,Defender - Left-Back,31,left,LOSC Lille,2023-06-30,2022-08-04,,Puma,Ligue1
2251,Bafodé Diakité,22,1.85,France Guinea,8.0,8.0,Defender - Right-Back,18,right,LOSC Lille,2026-06-30,2022-08-05,Classico,,Ligue1
2252,Benjamin André,32,1.8,France,10.0,15.0,midfield - Defensive Midfield,21,right,LOSC Lille,2026-06-30,2019-07-17,,,Ligue1
2253,Jonas Martin,33,1.84,France,1.8,5.0,midfield - Defensive Midfield,8,right,LOSC Lille,2024-06-30,2022-07-01,Wasserman,,Ligue1
2254,André Gomes,29,1.88,Portugal,14.0,30.0,midfield - Central Midfield,28,right,LOSC Lille,2023-06-30,2022-09-01,Wasserman,Nike,Ligue1
2255,Carlos Baleba,19,1.79,Cameroon,3.0,3.0,midfield - Central Midfield,35,left,LOSC Lille,2026-06-30,2022-07-01,,,Ligue1
2256,Angel Gomes,22,1.68,England Portugal,13.0,13.0,midfield - Attacking Midfield,20,right,LOSC Lille,2025-06-30,2020-08-09,Gol International,Nike,Ligue1
2257,Rémy Cabella,33,1.72,France Italy,5.0,14.0,midfield - Attacking Midfield,10,right,LOSC Lille,2025-06-30,2022-07-10,TTMA,Puma,Ligue1
2258,Jonathan Bamba,27,1.75,Cote d'Ivoire France,20.0,25.0,Attack - Left Winger,7,right,LOSC Lille,2023-06-30,2018-07-02,AMS CONSULTING,Nike,Ligue1
2259,Alan Virginius,20,1.75,France,4.0,4.0,Attack - Left Winger,26,right,LOSC Lille,2027-06-30,2022-08-17,,,Ligue1
2260,Timothy Weah,23,1.83,U.S.A. France,12.0,15.0,Attack - Right Winger,22,right,LOSC Lille,2024-06-30,2019-07-01,BS Group - BS Law,New Balance,Ligue1
2261,Adam Ounas,26,1.72,Algeria France,8.0,10.0,Attack - Right Winger,11,left,LOSC Lille,2024-06-30,2022-09-01,Henri Zambelli,,Ligue1
2262,Edon Zhegrova,24,1.81,Kosovo Germany,7.0,7.0,Attack - Right Winger,23,left,LOSC Lille,2026-06-30,2022-01-14,ESHA,Nike,Ligue1
2263,Jonathan David,23,1.75,Canada U.S.A.,60.0,60.0,Attack - Centre-Forward,9,both,LOSC Lille,2025-06-30,2020-08-11,Axia Sports ...,adidas,Ligue1
2264,Mohamed Bayo,24,1.88,Guinea France,8.0,12.0,Attack - Centre-Forward,27,right,LOSC Lille,2027-06-30,2022-07-13,Soccermax,adidas,Ligue1
2265,Brice Samba,29,1.87,France Congo,10.0,10.0,Goalkeeper,30,right,Lens,2027-06-30,2022-07-05,Sport Cover,,Ligue1
2266,Wuilker Fariñez,25,1.8,Venezuela,4.0,5.0,Goalkeeper,1,right,Lens,2024-06-30,2021-07-01,YOU FIRST,Nike,Ligue1
2267,Jean-Louis Leca,37,1.8,France,0.3,1.3,Goalkeeper,16,right,Lens,2024-06-30,2018-07-01,Sébastien Cagnet,,Ligue1
2268,Yannick Pandor,22,1.92,Comoros France,0.2,0.2,Goalkeeper,40,left,Lens,2026-06-30,2022-07-01,Team Spirit ...,,Ligue1
2269,Kevin Danso,24,1.9,Austria,16.0,16.0,Defender - Centre-Back,4,right,Lens,2026-06-30,2021-08-06,Relatives,Puma,Ligue1
2270,Facundo Medina,23,1.84,Argentina,16.0,16.0,Defender - Centre-Back,14,left,Lens,2026-06-30,2020-07-02,Dodici,,Ligue1
2271,Jonathan Gradit,30,1.8,France,4.5,4.5,Defender - Centre-Back,24,right,Lens,2026-06-30,2019-08-20,SMI SPORTS ...,,Ligue1
2272,Steven Fortes,31,1.92,Cape Verde France,0.5,1.0,Defender - Centre-Back,15,right,Lens,2023-06-30,2019-07-01,,,Ligue1
2273,Adrien Louveau,23,1.89,France,0.1,0.1,Defender - Centre-Back,35,right,Lens,2023-06-30,2022-07-01,management 360,,Ligue1
2274,Deiver Machado,29,1.8,Colombia,3.0,3.0,Defender - Left-Back,3,left,Lens,2026-06-30,2021-07-07,,,Ligue1
2275,Massadio Haidara,30,1.79,Mali France,3.0,3.0,Defender - Left-Back,21,left,Lens,2025-06-30,2018-07-01,USM GROUP,,Ligue1
2276,Ismaël Boura,22,1.73,France Comoros,1.2,1.5,Defender - Left-Back,23,left,Lens,2023-06-30,2020-04-19,PSM,,Ligue1
2277,Julien Le Cardinal,25,1.84,France,2.5,2.5,Defender - Right-Back,25,right,Lens,2025-06-30,2022-11-15,Sébastien Cagnet,,Ligue1
2278,Salis Abdul Samed,23,1.79,Ghana,13.0,13.0,midfield - Defensive Midfield,26,right,Lens,2027-06-30,2022-07-01,BLACKSKILL,,Ligue1
2279,Jean Onana,23,1.89,Cameroon,4.0,5.0,midfield - Defensive Midfield,6,right,Lens,2027-06-30,2022-09-01,Sferico Sports ...,adidas,Ligue1
2280,Lukasz Poreba,23,1.79,Poland,2.5,2.5,midfield - Defensive Midfield,13,right,Lens,2027-06-30,2022-07-01,SSM Agency,,Ligue1
2281,Seko Fofana,28,1.85,Cote d'Ivoire France,30.0,30.0,midfield - Central Midfield,8,right,Lens,2025-06-30,2020-08-18,Sport Cover,,Ligue1
2282,Przemyslaw Frankowski,28,1.75,Poland,7.0,8.0,midfield - Right Midfield,29,right,Lens,2026-06-30,2021-08-05,11-Football Players,Puma,Ligue1
2283,Jimmy Cabot,29,1.64,France,4.0,5.0,midfield - Right Midfield,19,right,Lens,2026-06-30,2022-07-01,AMS CONSULTING,,Ligue1
2284,David Costa,22,1.68,Portugal France,10.0,10.0,midfield - Attacking Midfield,10,right,Lens,2026-06-30,2020-07-01,ROGON,,Ligue1
2285,Angelo Fulgini,26,1.82,France Cote d'Ivoire,9.0,12.0,midfield - Attacking Midfield,20,right,Lens,2023-06-30,2023-01-31,MY ELEVEN CONSULTING,,Ligue1
2286,Alexis Claude-Maurice,24,1.75,France Guadeloupe,5.0,12.0,midfield - Attacking Midfield,18,right,Lens,2023-06-30,2022-08-31,Sport Cover,,Ligue1
2287,Adrien Thomasson,29,1.75,France Croatia,4.0,9.0,midfield - Attacking Midfield,28,right,Lens,2026-06-30,2023-01-12,One Team Football,,Ligue1
2288,Loïs Openda,23,1.77,Belgium Morocco,20.0,20.0,Attack - Centre-Forward,11,right,Lens,2027-06-30,2022-07-06,Stirr Associates,Nike,Ligue1
2289,Adam Buksa,26,1.93,Poland,7.0,9.0,Attack - Centre-Forward,9,left,Lens,2027-06-30,2022-07-01,FSB – ...,,Ligue1
2290,Florian Sotoca,32,1.87,France,4.0,4.0,Attack - Centre-Forward,7,right,Lens,2026-06-30,2019-07-01,One Team Football,Puma,Ligue1
2291,Wesley Saïd,28,1.71,France Comoros,2.5,8.0,Attack - Centre-Forward,22,right,Lens,2026-06-30,2021-07-01,Wasserman,,Ligue1
2292,Rémy Labeau Lascary,20,1.84,Guadeloupe France,0.4,0.4,Attack - Centre-Forward,36,right,Lens,2026-06-30,2023-01-01,Nessim Zeggaie,,Ligue1
2293,Alban Lafont,24,1.96,France Burkina Faso,20.0,20.0,Goalkeeper,1,right,FC Nantes,2024-06-30,2021-07-01,Sport Cover,,Ligue1
2294,Rémy Descamps,26,1.96,France,0.8,1.2,Goalkeeper,16,left,FC Nantes,2024-06-30,2021-07-01,Talentz,,Ligue1
2295,Denis Petric,34,1.87,Slovenia Serbia,0.2,1.5,Goalkeeper,30,right,FC Nantes,2023-06-30,2019-08-01,H2C Sport Consulting,,Ligue1
2296,João Victor,24,1.87,Brazil,8.0,8.0,Defender - Centre-Back,38,right,FC Nantes,2023-06-30,2023-01-25,D2PSports,,Ligue1
2297,Andrei Girotto,31,1.86,Brazil Italy,4.0,5.0,Defender - Centre-Back,3,right,FC Nantes,2024-06-30,2017-08-12,Kuniy & W. Sports ...,,Ligue1
2298,Jean-Charles Castelletto,28,1.86,Cameroon France,4.0,5.0,Defender - Centre-Back,21,both,FC Nantes,2026-06-30,2020-07-01,BTFM,,Ligue1
2299,Nicolas Pallois,35,1.89,France,1.0,3.5,Defender - Centre-Back,4,left,FC Nantes,2024-06-30,2017-07-27,Sport Cover,adidas,Ligue1
2300,Robin Voisine,21,1.88,France,0.15,0.15,Defender - Centre-Back,23,left,FC Nantes,2025-06-30,2022-07-01,One Team Football,,Ligue1
2301,Quentin Merlin,20,1.73,France,7.0,7.0,Defender - Left-Back,29,left,FC Nantes,2026-06-30,2021-07-01,Léandre Chouya,,Ligue1
2302,Jaouen Hadjam,20,1.84,Algeria France,0.8,1.0,Defender - Left-Back,26,left,FC Nantes,2027-06-30,2023-01-17,,,Ligue1
2303,Charles Traoré,31,1.8,Mali France,0.8,3.0,Defender - Left-Back,93,left,FC Nantes,2023-06-30,2018-08-31,Creative & ...,,Ligue1
2304,Fabien Centonze,27,1.82,France,5.0,8.0,Defender - Right-Back,28,right,FC Nantes,2027-06-30,2022-09-22,CAA Stellar,Puma,Ligue1
2305,Sébastien Corchia,32,1.76,France Italy,1.2,7.5,Defender - Right-Back,24,right,FC Nantes,2023-06-30,2020-10-07,SVF FOOT,Nike,Ligue1
2306,Pedro Chirivella,25,1.78,Spain,6.0,7.0,midfield - Defensive Midfield,5,right,FC Nantes,2026-06-30,2020-07-01,Promoesport,Puma,Ligue1
2307,Lohann Doucet,20,1.8,France Burkina Faso,0.8,0.8,midfield - Defensive Midfield,20,right,FC Nantes,2025-06-30,2022-07-01,Concept Sport Agency,,Ligue1
2308,Samuel Moutoussamy,26,1.76,DR Congo France,4.5,5.0,midfield - Central Midfield,8,left,FC Nantes,2024-06-30,2017-09-06,Wasserman,,Ligue1
2309,Moussa Sissoko,33,1.87,France Mali,3.5,25.0,midfield - Central Midfield,17,right,FC Nantes,2024-06-30,2022-07-01,,adidas,Ligue1
2310,Ludovic Blas,25,1.8,France Martinique,18.0,18.0,midfield - Attacking Midfield,10,left,FC Nantes,2024-06-30,2019-09-02,Sport Cover,,Ligue1
2311,Florent Mollet,31,1.75,France,2.0,9.0,midfield - Attacking Midfield,25,right,FC Nantes,2025-06-30,2023-01-17,LB SPORT & ...,,Ligue1
2312,Gor Manvelyan,21,1.8,France Armenia,0.4,0.4,midfield - Attacking Midfield,22,both,FC Nantes,2024-06-30,2021-07-01,Wilders Sport,Nike,Ligue1
2313,Samuel Yépié Yépié,20,1.71,France Cote d'Ivoire,0.15,0.15,midfield - Attacking Midfield,18,left,FC Nantes,2023-06-30,2022-07-01,Sport Cover,,Ligue1
2314,Moses Simon,27,1.68,Nigeria,9.0,10.0,Attack - Left Winger,27,right,FC Nantes,2024-06-30,2020-07-01,CAA Base Ltd,Nike,Ligue1
2315,Marcus Coco,26,1.84,France Guadeloupe,1.5,3.0,Attack - Right Winger,11,right,FC Nantes,2023-06-30,2019-07-16,,,Ligue1
2316,Andy Delort,31,1.81,Algeria France,10.0,16.0,Attack - Centre-Forward,99,right,FC Nantes,2023-06-30,2023-01-30,score agencies,,Ligue1
2317,Mostafa Mohamed,25,1.85,Egypt,6.0,6.5,Attack - Centre-Forward,31,right,FC Nantes,2023-06-30,2022-07-21,,,Ligue1
2318,Evann Guessand,21,1.87,France Cote d'Ivoire,5.0,5.0,Attack - Centre-Forward,7,right,FC Nantes,2023-06-30,2022-07-12,One Team Management,,Ligue1
2319,Ignatius Ganago,24,1.76,Cameroon Nigeria,4.0,8.0,Attack - Centre-Forward,14,right,FC Nantes,2026-06-30,2022-09-01,Wilders Sport,Puma,Ligue1
2320,Benjamin Lecomte,32,1.86,France,4.0,17.0,Goalkeeper,40,left,Montpellier,2027-06-30,2023-01-26,,,Ligue1
2321,Dimitry Bertaud,24,1.8,France DR Congo,1.5,1.5,Goalkeeper,16,right,Montpellier,2025-06-30,2017-07-01,SMI SPORTS ...,Uhlsport,Ligue1
2322,Bingourou Kamara,26,1.95,Senegal France,0.8,2.5,Goalkeeper,90,right,Montpellier,2023-06-30,2022-09-01,W.Egal O.S.F.M.,,Ligue1
2323,Matis Carvalho,24,1.86,Portugal France,0.3,0.3,Goalkeeper,30,left,Montpellier,2023-06-30,2019-07-01,Concept Sport Agency,,Ligue1
2324,Maxime Estève,20,1.93,France,5.0,5.0,Defender - Centre-Back,14,left,Montpellier,2025-06-30,2021-07-01,DW Sports Management,Puma,Ligue1
2325,Kiki Kouyaté,26,1.92,Mali,3.5,6.0,Defender - Centre-Back,4,both,Montpellier,2026-06-30,2023-01-20,Mondo Victory,,Ligue1
2326,Christopher Jullien,30,1.96,France,3.5,6.5,Defender - Centre-Back,6,right,Montpellier,2025-06-30,2022-08-23,Classico,,Ligue1
2327,Mamadou Sakho,33,1.87,France Senegal,3.5,19.0,Defender - Centre-Back,75,left,Montpellier,2024-06-30,2021-07-27,Sport Avenir ...,,Ligue1
2328,Pedro Mendes,32,1.86,Portugal,3.0,7.0,Defender - Centre-Back,5,right,Montpellier,2023-06-30,2017-07-18,Proeleven S.A.,,Ligue1
2329,Enzo Tchato,20,1.82,Cameroon France,3.0,3.0,Defender - Centre-Back,29,right,Montpellier,2025-06-30,2022-07-01,Wasserman,,Ligue1
2330,Faitout Maouassa,24,1.7,France Congo,5.0,13.0,Defender - Left-Back,27,left,Montpellier,2023-06-30,2022-07-01,Classico,Nike,Ligue1
2331,Issiaga Sylla,29,1.8,Guinea,2.0,3.5,Defender - Left-Back,3,left,Montpellier,2025-06-30,2023-01-31,P.P.M.,,Ligue1
2332,Théo Sainte-Luce,24,1.76,France Guadeloupe,2.0,2.0,Defender - Left-Back,17,left,Montpellier,2025-06-30,2022-07-01,One Team Football,,Ligue1
2333,Thibault Tamas,22,1.78,France Guadeloupe,0.2,0.2,Defender - Left-Back,26,left,Montpellier,2023-06-30,2019-09-27,firsteleven ISM,,Ligue1
2334,Falaye Sacko,28,1.79,Mali,4.0,4.0,Defender - Right-Back,77,right,Montpellier,2023-06-30,2022-07-01,Sferico Sports ...,,Ligue1
2335,Mathías Suárez,26,1.82,Uruguay,0.4,1.5,Defender - Right-Back,15,right,Montpellier,2023-06-30,2019-01-02,,,Ligue1
2336,Joris Chotard,21,1.79,France,9.0,10.0,midfield - Defensive Midfield,13,right,Montpellier,2025-06-30,2019-09-25,,Nike,Ligue1
2337,Jordan Ferri,31,1.73,France,5.0,7.5,midfield - Central Midfield,12,right,Montpellier,2026-06-30,2019-07-01,score agencies,,Ligue1
2338,Khalil Fayad,18,1.76,France Morocco,2.5,2.5,midfield - Central Midfield,22,right,Montpellier,2027-06-30,2022-07-01,Alexandre Gontran,adidas,Ligue1
2339,Léo Leroy,23,1.87,France,1.2,1.8,midfield - Central Midfield,18,,Montpellier,2025-06-30,2021-07-01,One Team Football,,Ligue1
2340,Téji Savanier,31,1.72,France Algeria,12.0,12.0,midfield - Attacking Midfield,11,right,Montpellier,2026-06-30,2019-07-02,H2C Sport Consulting,,Ligue1
2341,Stephy Mavididi,24,1.82,England DR Congo,8.0,10.0,Attack - Left Winger,10,right,Montpellier,2024-06-30,2020-07-01,Elite Project Group ...,Nike,Ligue1
2342,Béni Makouana,20,1.81,Congo,0.8,1.0,Attack - Left Winger,28,right,Montpellier,2025-06-30,2020-10-19,H2C Sport Consulting,,Ligue1
2343,Arnaud Nordin,24,1.7,France Martinique,5.0,5.0,Attack - Right Winger,7,left,Montpellier,2025-06-30,2022-07-01,One Team Football,,Ligue1
2344,Elye Wahi,20,1.84,France Cote d'Ivoire,25.0,25.0,Attack - Centre-Forward,21,right,Montpellier,2025-06-30,2021-01-01,DW Sports Management,adidas,Ligue1
2345,Wahbi Khazri,32,1.76,Tunisia France,3.0,16.0,Attack - Centre-Forward,99,right,Montpellier,2023-06-30,2022-07-01,,,Ligue1
2346,Valère Germain,33,1.81,France,2.0,10.0,Attack - Centre-Forward,9,right,Montpellier,2024-06-30,2021-08-31,Relatives,,Ligue1
2347,Matz Sels,31,1.88,Belgium,8.0,8.0,Goalkeeper,1,right,R. Strasbourg,2026-06-30,2018-07-26,pro soccer ...,,Ligue1
2348,Eiji Kawashima,40,1.85,Japan,0.2,3.0,Goalkeeper,16,right,R. Strasbourg,2023-06-30,2018-08-29,,Puma,Ligue1
2349,Alexander Djiku,28,1.82,Ghana France,8.0,10.0,Defender - Centre-Back,24,right,R. Strasbourg,2023-06-30,2019-07-05,,,Ligue1
2350,Gerzino Nyamsi,26,1.95,France Cameroon,6.5,7.5,Defender - Centre-Back,22,right,R. Strasbourg,2025-06-30,2021-08-30,Wasserman,,Ligue1
2351,Lucas Perrin,24,1.88,France,3.5,5.0,Defender - Centre-Back,5,right,R. Strasbourg,2025-06-30,2022-07-01,SMI SPORTS ...,Puma,Ligue1
2352,Ismaël Doukouré,19,1.83,France Cote d'Ivoire,3.0,3.0,Defender - Centre-Back,29,right,R. Strasbourg,2026-06-30,2022-01-29,,,Ligue1
2353,Maxime Le Marchand,33,1.85,France,1.2,5.0,Defender - Centre-Back,23,left,R. Strasbourg,2023-06-30,2021-08-26,One Team Football,,Ligue1
2354,Eduard Sobol,28,1.86,Ukraine,3.0,4.0,Defender - Left-Back,77,left,R. Strasbourg,2026-06-30,2023-01-23,ProStar,,Ligue1
2355,Thomas Delaine,31,1.8,France,1.5,2.0,Defender - Left-Back,3,left,R. Strasbourg,2025-06-30,2022-07-01,Léandre Chouya,,Ligue1
2356,Colin Dagba,24,1.7,France Benin,5.0,18.0,Defender - Right-Back,2,right,R. Strasbourg,2023-06-30,2022-07-06,Gol International,Nike,Ligue1
2357,Frédéric Guilbert,28,1.78,France,5.0,9.0,Defender - Right-Back,32,right,R. Strasbourg,2026-06-30,2023-01-17,Wasserman,,Ligue1
2358,Ibrahima Sissoko,25,1.93,France Mali,8.0,8.0,midfield - Defensive Midfield,27,right,R. Strasbourg,2024-06-30,2018-07-01,ASR SPORT,adidas,Ligue1
2359,Habib Diarra,19,1.79,France Senegal,4.0,4.0,midfield - Defensive Midfield,19,right,R. Strasbourg,2027-06-30,2022-07-01,Carmenta,Nike,Ligue1
2360,Jean-Eudes Aholou,29,1.86,Cote d'Ivoire France,3.0,10.0,midfield - Defensive Midfield,6,left,R. Strasbourg,2024-06-30,2022-07-01,Relatives,,Ligue1
2361,Jean-Ricner Bellegarde,24,1.72,France Haiti,10.0,10.0,midfield - Central Midfield,17,right,R. Strasbourg,2024-06-30,2019-07-02,,,Ligue1
2362,Morgan Sanson,28,1.8,France,6.0,28.0,midfield - Central Midfield,8,right,R. Strasbourg,2023-06-30,2023-01-23,Gol International,Puma,Ligue1
2363,Sanjin Prcic,29,1.81,Bosnia-Herzegovina France,3.5,4.0,midfield - Central Midfield,14,right,R. Strasbourg,2025-06-30,2019-09-02,AC Talent,,Ligue1
2364,Dimitri Liénard,35,1.81,France,0.6,2.0,midfield - Left Midfield,11,left,R. Strasbourg,2023-06-30,2013-07-01,MP FOOTBALL,,Ligue1
2365,Yuito Suzuki,21,1.75,Japan,0.7,0.7,midfield - Attacking Midfield,18,right,R. Strasbourg,2023-06-30,2023-01-27,Sarcle Co. Ltd.,,Ligue1
2366,Nordine Kandil,21,1.65,Morocco France,0.4,0.4,midfield - Attacking Midfield,34,left,R. Strasbourg,2025-06-30,2021-07-01,ROGON,,Ligue1
2367,Habib Diallo,27,1.86,Senegal France,14.0,15.0,Attack - Centre-Forward,20,right,R. Strasbourg,2025-06-30,2020-10-05,Wasserman,,Ligue1
2368,Kévin Gameiro,36,1.72,France,1.5,25.0,Attack - Centre-Forward,9,right,R. Strasbourg,2023-06-30,2021-07-18,Team Spirit ...,,Ligue1
2369,Lebo Mothiba,27,1.82,South Africa,1.5,7.0,Attack - Centre-Forward,12,right,R. Strasbourg,2024-06-30,2018-08-30,MDC Advisors,adidas,Ligue1
2370,Yehvann Diouf,23,1.84,France Senegal,5.0,5.0,Goalkeeper,94,right,Stade Reims,2027-06-30,2019-07-01,FS Management,,Ligue1
2371,Alexandre Olliero,27,1.93,France,0.7,0.7,Goalkeeper,96,right,Stade Reims,2026-06-30,2023-01-31,LB SPORT & ...,,Ligue1
2372,Nicolas Penneteau,42,1.85,France,0.15,2.8,Goalkeeper,30,left,Stade Reims,2023-06-30,2021-07-01,USM GROUP,,Ligue1
2373,Emmanuel Agbadou,25,1.92,Cote d'Ivoire,6.0,6.0,Defender - Centre-Back,24,right,Stade Reims,2027-06-30,2022-07-01,AMS CONSULTING,,Ligue1
2374,Cheick Keita,20,1.85,France Mali,1.5,1.5,Defender - Centre-Back,43,right,Stade Reims,2026-06-30,2023-03-01,Nessim Zeggaie,,Ligue1
2375,Yunis Abdelhamid,35,1.9,Morocco France,0.8,2.5,Defender - Centre-Back,5,left,Stade Reims,2024-06-30,2017-07-01,PSC,,Ligue1
2376,Thibault De Smet,24,1.83,Belgium,2.5,2.5,Defender - Left-Back,25,left,Stade Reims,2024-06-30,2020-07-01,SEG,,Ligue1
2377,Thomas Foket,28,1.77,Belgium,4.5,6.0,Defender - Right-Back,32,right,Stade Reims,2025-06-30,2018-08-31,Quadrans,adidas,Ligue1
2378,Maxime Busi,23,1.82,Belgium,3.0,5.0,Defender - Right-Back,4,right,Stade Reims,2026-06-30,2022-07-01,Relatives,,Ligue1
2379,Azor Matusiwa,25,1.73,Netherlands Angola,6.0,7.0,midfield - Defensive Midfield,21,right,Stade Reims,2026-06-30,2021-08-31,ER Sport Agency,,Ligue1
2380,Marshall Munetsi,26,1.88,Zimbabwe,5.0,5.0,midfield - Defensive Midfield,15,right,Stade Reims,2027-06-30,2019-07-01,Wasserman,,Ligue1
2381,Jens Cajuste,23,1.88,Sweden U.S.A.,4.5,7.0,midfield - Defensive Midfield,8,right,Stade Reims,2026-06-30,2022-01-10,World in Motion,,Ligue1
2382,Dion Lopy,21,1.86,Senegal,3.0,3.0,midfield - Defensive Midfield,17,right,Stade Reims,2026-06-30,2021-07-01,Youssoupha Fall,,Ligue1
2383,Kamory Doumbia,20,1.7,Mali,2.5,2.5,midfield - Attacking Midfield,3,right,Stade Reims,2025-06-30,2022-07-01,BLACKSKILL,,Ligue1
2384,Arbër Zeneli,28,1.76,Kosovo Sweden,4.0,6.0,Attack - Left Winger,10,right,Stade Reims,2025-06-30,2019-01-26,Soccer11,,Ligue1
2385,Myziane Maolida,24,1.82,France Comoros,1.75,9.0,Attack - Left Winger,11,right,Stade Reims,2023-06-30,2023-01-31,USFA Management,,Ligue1
2386,Mitchell van Bergen,23,1.7,Netherlands,1.5,4.0,Attack - Left Winger,19,right,Stade Reims,2025-06-30,2021-08-27,Juzzt Football,,Ligue1
2387,Junya Ito,30,1.76,Japan,10.0,10.0,Attack - Right Winger,39,right,Stade Reims,2026-06-30,2022-07-29,BRAIN VERSE,Puma,Ligue1
2388,Alexis Flips,23,1.73,France,5.0,5.0,Attack - Right Winger,70,right,Stade Reims,2024-06-30,2021-07-01,,,Ligue1
2389,Folarin Balogun,21,1.78,England U.S.A.,25.0,25.0,Attack - Centre-Forward,29,right,Stade Reims,2023-06-30,2022-08-03,Elite Project Group ...,adidas,Ligue1
2390,Kaj Sierhuis,25,1.8,Netherlands,1.5,3.0,Attack - Centre-Forward,9,right,Stade Reims,2024-06-30,2020-01-31,Muy Manero,Puma,Ligue1
2391,Noah Jean Holm,21,,Norway,0.8,0.8,Attack - Centre-Forward,7,,Stade Reims,2023-06-30,2022-09-01,Gol International,Nike,Ligue1
2392,Yvon Mvogo,28,1.9,Switzerland Cameroon,3.5,4.5,Goalkeeper,38,right,FC Lorient,2024-06-30,2022-07-13,no agent,,Ligue1
2393,Julian Pollersbeck,28,1.95,Germany,0.6,3.0,Goalkeeper,23,right,FC Lorient,2023-06-30,2023-01-31,TDS SPORTS,Nike,Ligue1
2394,Vito Mannone,35,1.89,Italy,0.3,3.5,Goalkeeper,1,right,FC Lorient,2023-06-30,2022-09-01,,,Ligue1
2395,Teddy Bartouche,25,1.78,France Guadeloupe,0.15,0.15,Goalkeeper,77,right,FC Lorient,2023-06-30,2020-07-01,BS Group - BS Law,,Ligue1
2396,Montassar Talbi,24,1.9,Tunisia France,5.0,5.0,Defender - Centre-Back,3,right,FC Lorient,2025-06-30,2022-07-18,Wasserman,,Ligue1
2397,Julien Laporte,29,1.85,France,3.0,3.0,Defender - Centre-Back,15,right,FC Lorient,2025-06-30,2019-07-08,Relatives,Puma,Ligue1
2398,Bamo Meïté,21,1.83,Cote d'Ivoire France,1.5,1.5,Defender - Centre-Back,18,,FC Lorient,2026-06-30,2022-07-01,,,Ligue1
2399,Maxime Wackers,25,1.84,France,0.15,0.15,Defender - Centre-Back,4,right,Lorient B,,2022-08-03,USM GROUP,,Other
2400,Vincent Le Goff,33,1.77,France,1.2,2.0,Defender - Left-Back,25,left,FC Lorient,2024-06-30,2014-07-17,Léandre Chouya,adidas,Ligue1
2401,Darlin Yongwa,22,1.77,Cameroon,1.0,1.2,Defender - Left-Back,12,left,FC Lorient,2026-06-30,2022-07-01,Soccermax,,Ligue1
2402,Gédéon Kalulu,25,1.79,DR Congo France,5.0,5.0,Defender - Right-Back,24,right,FC Lorient,2026-06-30,2022-07-01,Classico,,Ligue1
2403,Igor Silva,26,1.73,Brazil,2.0,2.5,Defender - Right-Back,2,right,FC Lorient,2026-06-30,2021-07-23,Think Ball & Sports ...,,Ligue1
2404,Laurent Abergel,30,1.7,France,3.0,3.0,midfield - Defensive Midfield,19,right,FC Lorient,2025-06-30,2019-07-26,N.Agency,Puma,Ligue1
2405,Bonke Innocent,27,1.78,Nigeria,2.0,2.0,midfield - Defensive Midfield,8,right,FC Lorient,2025-06-30,2022-01-18,,Puma,Ligue1
2406,Jean-Victor Makengo,24,1.77,France DR Congo,10.0,10.0,midfield - Central Midfield,17,left,FC Lorient,2027-06-30,2023-01-30,Sport Cover,,Ligue1
2407,Ayman Kari,18,1.76,France Comoros,0.5,0.5,midfield - Central Midfield,44,right,FC Lorient,2023-06-30,2023-01-31,,,Ligue1
2408,Romain Faivre,24,1.8,France Algeria,8.0,15.0,midfield - Right Midfield,14,left,FC Lorient,2023-06-30,2023-01-28,Classico,,Ligue1
2409,Enzo Le Fée,23,1.7,France,15.0,15.0,midfield - Attacking Midfield,80,right,FC Lorient,2024-06-30,2019-07-01,Cracksman,,Ligue1
2410,Adil Aouchiche,20,1.81,France Algeria,3.0,10.0,midfield - Attacking Midfield,10,right,FC Lorient,2026-06-30,2022-09-01,Sport Cover,Nike,Ligue1
2411,Julien Ponceau,22,1.7,France Angola,2.5,2.5,midfield - Attacking Midfield,21,right,FC Lorient,2025-06-30,2018-07-01,Cracksman,,Ligue1
2412,Théo Le Bris,20,1.7,France,2.0,2.0,midfield - Attacking Midfield,37,right,FC Lorient,2027-06-30,2022-07-01,J.Gomes Avocat,adidas,Ligue1
2413,Yoann Cathline,20,1.76,France,2.5,2.5,Attack - Left Winger,22,right,FC Lorient,2027-06-30,2022-09-05,CAA Base Ltd,,Ligue1
2414,Stéphane Diarra,24,1.73,Cote d'Ivoire France,3.0,3.0,Attack - Right Winger,7,left,FC Lorient,2025-06-30,2020-07-01,ROGON,,Ligue1
2415,Bamba Dieng,23,1.78,Senegal,8.0,10.0,Attack - Centre-Forward,11,right,FC Lorient,2025-06-30,2023-01-27,BMG,adidas,Ligue1
2416,Ibrahima Koné,23,1.9,Mali,4.0,4.5,Attack - Centre-Forward,9,left,FC Lorient,2026-06-30,2022-01-31,FA Sport,,Ligue1
